	decision	gains	losses
0	1	18	8
1	1	14	15
2	1	26	5
3	1	16	9
4	1	30	15
5	1	18	15
6	1	16	5
7	1	26	6
8	1	28	8
9	1	28	14
10	1	22	11
11	1	28	11
12	1	24	9
13	1	30	13
14	1	14	5
15	1	14	6
16	1	22	10
17	1	24	7
18	1	24	12
19	1	18	7
20	1	18	11
21	1	18	12
22	1	24	13
23	1	30	11
24	1	20	14
25	1	24	8
26	1	24	5
27	1	22	13
28	1	20	12
29	1	20	6
30	1	18	5
31	1	20	10
32	1	22	6
33	1	22	8
34	1	30	10
35	1	20	5
36	1	24	6
37	1	26	15
38	1	26	8
39	1	28	7
40	1	30	12
41	1	20	7
42	1	22	7
43	1	26	11
44	1	18	13
45	1	18	10
46	1	28	15
47	1	28	6
48	1	22	12
49	1	22	9
50	1	24	15
51	1	20	9
52	1	20	8
53	1	28	9
54	1	18	6
55	1	24	11
56	1	26	7
57	1	30	5
58	1	28	12
59	1	28	10
60	1	30	8
61	1	24	14
62	1	26	12
63	1	26	9
64	1	26	13
65	1	22	5
66	1	28	5
67	1	28	13
68	1	24	10
69	1	26	10
70	1	30	9
71	1	30	6
72	1	30	14
73	1	26	14
74	1	30	7
75	0	12	15
76	0	14	8
77	0	10	14
78	0	10	5
79	0	10	9
80	0	14	10
81	0	12	7
82	0	14	14
83	0	10	10
84	0	16	13
85	0	10	8
86	0	14	12
87	0	14	11
88	0	16	14
89	0	12	6
90	0	12	13
91	0	16	7
92	0	16	15
93	0	12	14
94	0	10	7
95	0	12	11
96	0	10	13
97	0	12	12
98	0	10	6
99	0	18	14
100	0	20	15
101	0	14	9
102	0	20	13
103	0	16	10
104	0	16	11
105	0	20	11
106	0	12	10
107	0	10	11
108	0	12	8
109	0	16	6
110	0	14	13
111	0	16	12
112	0	18	9
113	0	16	8
114	0	14	7
115	0	22	14
116	0	10	15
117	0	12	5
118	0	10	12
119	0	22	15
120	0	12	9
