	decision	gains	losses
0	1	14	6
1	1	24	14
2	1	28	11
3	1	20	12
4	1	18	12
5	1	28	15
6	1	28	14
7	1	24	10
8	1	24	9
9	1	28	9
10	1	12	5
11	1	12	7
12	1	30	8
13	1	28	6
14	1	16	13
15	1	20	5
16	1	24	12
17	1	16	8
18	1	16	14
19	1	24	8
20	1	26	10
21	1	26	11
22	1	24	13
23	1	14	10
24	1	28	13
25	1	22	8
26	1	30	6
27	1	26	15
28	1	24	7
29	1	18	15
30	1	30	13
31	1	30	10
32	1	16	7
33	1	14	9
34	1	28	8
35	1	14	12
36	1	18	9
37	1	22	15
38	1	16	15
39	1	18	7
40	1	22	5
41	1	16	9
42	1	28	10
43	1	16	6
44	1	20	7
45	1	16	12
46	1	20	8
47	1	20	15
48	1	28	5
49	1	22	12
50	1	20	11
51	1	22	9
52	1	20	14
53	1	10	9
54	1	26	12
55	1	20	10
56	1	18	6
57	1	22	7
58	1	24	6
59	1	20	13
60	1	12	8
61	1	10	5
62	1	24	11
63	1	18	11
64	1	22	6
65	1	26	7
66	1	18	5
67	1	26	5
68	1	12	6
69	1	18	8
70	1	22	11
71	1	26	9
72	1	26	6
73	1	12	10
74	1	14	11
75	1	14	5
76	1	26	8
77	1	16	11
78	1	12	11
79	1	24	15
80	1	28	12
81	1	20	9
82	1	14	8
83	1	30	14
84	1	30	9
85	1	22	14
86	1	10	8
87	1	24	5
88	1	10	7
89	1	18	13
90	1	12	9
91	1	14	7
92	1	16	10
93	1	10	6
94	1	26	13
95	1	30	5
96	1	26	14
97	1	20	6
98	1	14	13
99	1	22	10
100	1	30	11
101	1	18	14
102	1	16	5
103	1	18	10
104	1	30	15
105	1	30	12
106	1	22	13
107	1	28	7
108	1	30	7
109	0	12	12
110	0	10	15
111	0	10	11
112	0	10	10
113	0	10	12
114	0	10	14
115	0	14	15
116	0	14	14
117	0	12	13
118	0	10	13
119	0	12	14
120	0	12	15
