,accuracy,block,penalDist,penaltyPos,penaltyVal,pokePos,pokeTime,pokeType,rewardVal,score,sepDist,targDist,targSize,targetPos,trial
0,1.0,0,45.1220566907,"[132.0, -100.0]",-5.0,"[88, -110]",0.900996515527,1,1.0,1.0,32.0,15.6204993518,64.0,"[100.0, -100.0]",35
1,,0,,"[-32.0, 0.0]",-5.0,,,5,1.0,-7.0,-32.0,,64.0,"[0.0, 0.0]",34
2,1.0,0,54.0092584656,"[-44.0, -100.0]",0.0,"[10, -99]",0.717015212635,1,1.0,1.0,-44.0,10.0498756211,64.0,"[0.0, -100.0]",33
3,1.0,0,49.8196748283,"[68.0, -100.0]",-1.0,"[117, -109]",0.75051361043,1,1.0,1.0,-32.0,19.2353840617,64.0,"[100.0, -100.0]",32
4,,0,,"[56.0, 100.0]",-5.0,,,5,1.0,-7.0,-44.0,,64.0,"[100.0, 100.0]",31
5,,0,,"[132.0, 0.0]",-1.0,,,5,1.0,-7.0,32.0,,64.0,"[100.0, 0.0]",30
6,,0,,"[-32.0, 100.0]",0.0,,,5,1.0,-7.0,-32.0,,64.0,"[0.0, 100.0]",29
7,1.0,0,43.7378554573,"[56.0, 100.0]",-1.0,"[99, 108]",0.667413572548,1,1.0,1.0,-44.0,8.0622577483,64.0,"[100.0, 100.0]",28
8,1.0,0,64.0780773744,"[44.0, -100.0]",-5.0,"[-15, -125]",0.683750260621,1,1.0,1.0,44.0,29.1547594742,64.0,"[0.0, -100.0]",27
9,,0,,"[68.0, 100.0]",0.0,,,5,1.0,-7.0,-32.0,,64.0,"[100.0, 100.0]",26
10,-2.0,0,70.2139587262,"[-44.0, 0.0]",0.0,"[19, -31]",0.784740586882,4,1.0,0.0,-44.0,36.3593179254,64.0,"[0.0, 0.0]",25
11,-2.0,0,72.0277724215,"[132.0, 0.0]",0.0,"[60, -2]",0.666763409972,4,1.0,0.0,32.0,40.049968789,64.0,"[100.0, 0.0]",24
12,1.0,0,64.7765389628,"[144.0, -100.0]",0.0,"[80, -90]",0.667995233787,1,1.0,1.0,44.0,22.360679775,64.0,"[100.0, -100.0]",23
13,1.0,0,46.0108682813,"[44.0, 100.0]",-5.0,"[-2, 99]",0.717670182465,1,1.0,1.0,44.0,2.2360679775,64.0,"[0.0, 100.0]",22
14,1.0,0,55.1089829338,"[-44.0, 100.0]",-1.0,"[10, 111]",0.767136021634,1,1.0,1.0,-44.0,14.8660687473,64.0,"[0.0, 100.0]",21
15,1.0,0,34.7131099154,"[-68.0, 100.0]",-5.0,"[-102, 107]",0.66806373524,1,1.0,1.0,32.0,7.28010988928,64.0,"[-100.0, 100.0]",20
16,1.0,0,42.1900462195,"[-132.0, -100.0]",-5.0,"[-90, -96]",0.716354834964,1,1.0,1.0,-32.0,10.7703296143,64.0,"[-100.0, -100.0]",19
17,1.0,0,57.2188780037,"[-132.0, 100.0]",-1.0,"[-75, 95]",0.650793564855,1,1.0,1.0,-32.0,25.495097568,64.0,"[-100.0, 100.0]",18
18,1.0,0,60.4069532422,"[-56.0, -100.0]",-1.0,"[-113, -80]",0.767440973083,1,1.0,1.0,44.0,23.8537208838,64.0,"[-100.0, -100.0]",17
19,1.0,0,51.0,"[32.0, -100.0]",-1.0,"[-19, -100]",0.650633728364,1,1.0,1.0,32.0,19.0,64.0,"[0.0, -100.0]",16
20,1.0,0,52.6117857519,"[-44.0, 100.0]",-5.0,"[8, 108]",0.683491877979,1,1.0,1.0,-44.0,11.313708499,64.0,"[0.0, 100.0]",15
21,,0,,"[-132.0, -100.0]",0.0,,,5,1.0,-7.0,-32.0,,64.0,"[-100.0, -100.0]",14
22,1.0,0,43.5660418216,"[56.0, 100.0]",0.0,"[99, 107]",0.667284681695,1,1.0,1.0,-44.0,7.07106781187,64.0,"[100.0, 100.0]",13
23,1.0,0,51.0098029794,"[132.0, -100.0]",-5.0,"[81, -101]",0.734037215472,1,1.0,1.0,32.0,19.0262975904,64.0,"[100.0, -100.0]",12
24,1.0,0,46.270941205,"[-144.0, 0.0]",-1.0,"[-98, 5]",0.700753936195,1,1.0,1.0,-44.0,5.38516480713,64.0,"[-100.0, 0.0]",11
25,-2.0,0,65.192024052,"[32.0, 0.0]",0.0,"[-17, -43]",0.783269308507,4,1.0,0.0,32.0,46.2385120868,64.0,"[0.0, 0.0]",10
26,,0,,"[-132.0, 0.0]",-5.0,,,5,1.0,-7.0,-32.0,,64.0,"[-100.0, 0.0]",9
