,accuracy,block,penalDist,penaltyPos,penaltyVal,pokePos,pokeTime,pokeType,rewardVal,score,sepDist,targDist,targSize,targetPos,trial
134,0.0,3,18.1107702763,"[-32.0, 100.0]",-5.0,"[-14, 102]",0.601279654657,3,1.0,-4.0,-32.0,14.1421356237,64.0,"[0.0, 100.0]",9
135,-2.0,3,67.7200118133,"[132.0, 0.0]",-5.0,"[67, 19]",0.634503145353,4,1.0,0.0,32.0,38.0788655293,64.0,"[100.0, 0.0]",8
136,-2.0,3,65.8634952003,"[56.0, 100.0]",0.0,"[113, 133]",0.784012308577,4,1.0,0.0,-44.0,35.4682957019,64.0,"[100.0, 100.0]",7
137,,3,,"[144.0, -100.0]",0.0,,,5,1.0,-7.0,44.0,,64.0,"[100.0, -100.0]",6
138,,3,,"[-68.0, 0.0]",0.0,,,5,1.0,-7.0,32.0,,64.0,"[-100.0, 0.0]",5
139,-2.0,3,62.9364759102,"[-132.0, 100.0]",0.0,"[-72, 119]",0.717839032412,4,1.0,0.0,-32.0,33.8378486314,64.0,"[-100.0, 100.0]",4
140,,3,,"[44.0, 0.0]",0.0,,,5,1.0,-7.0,44.0,,64.0,"[0.0, 0.0]",3
141,1.0,3,61.6603600379,"[144.0, -100.0]",-1.0,"[83, -109]",0.666332271532,1,1.0,1.0,44.0,19.2353840617,64.0,"[100.0, -100.0]",2
142,,3,,"[-56.0, 0.0]",-1.0,,,5,1.0,-7.0,44.0,,64.0,"[-100.0, 0.0]",1
143,1.0,3,50.7740090991,"[-144.0, -100.0]",-5.0,"[-101, -73]",0.550141539541,1,1.0,1.0,-44.0,27.0185121722,64.0,"[-100.0, -100.0]",0
144,1.0,4,44.1474801093,"[44.0, 0.0]",-5.0,"[1, 10]",0.751255408744,1,1.0,1.0,44.0,10.0498756211,64.0,"[0.0, 0.0]",35
145,1.0,4,40.1995024845,"[68.0, 0.0]",-1.0,"[108, -4]",0.735106198234,1,1.0,1.0,-32.0,8.94427191,64.0,"[100.0, 0.0]",34
146,,4,,"[-44.0, 100.0]",0.0,,,5,1.0,-7.0,-44.0,,64.0,"[0.0, 100.0]",33
147,1.0,4,46.872166581,"[-44.0, -100.0]",-1.0,"[2, -91]",0.650085116038,1,1.0,1.0,-44.0,9.21954445729,64.0,"[0.0, -100.0]",32
148,1.0,4,52.172789843,"[56.0, -100.0]",-5.0,"[107, -89]",0.666383347241,1,1.0,1.0,-44.0,13.0384048104,64.0,"[100.0, -100.0]",31
149,1.0,4,52.038447325,"[144.0, 100.0]",-1.0,"[92, 98]",0.850909957313,1,1.0,1.0,44.0,8.24621125124,64.0,"[100.0, 100.0]",30
150,1.0,4,45.0,"[32.0, 0.0]",-1.0,"[-13, 0]",0.749987531453,1,1.0,1.0,32.0,13.0,64.0,"[0.0, 0.0]",29
151,1.0,4,67.4685111737,"[144.0, 0.0]",0.0,"[78, 14]",0.783917067572,1,1.0,1.0,44.0,26.0768096208,64.0,"[100.0, 0.0]",28
152,1.0,4,47.853944456,"[-132.0, -100.0]",0.0,"[-85, -109]",0.80029010959,1,1.0,1.0,-32.0,17.4928556845,64.0,"[-100.0, -100.0]",27
153,,4,,"[132.0, 100.0]",0.0,,,5,1.0,-7.0,32.0,,64.0,"[100.0, 100.0]",26
154,1.0,4,53.3385414124,"[-32.0, 100.0]",-5.0,"[21, 106]",0.817424478708,1,1.0,1.0,-32.0,21.8403296678,64.0,"[0.0, 100.0]",25
155,1.0,4,47.0744091838,"[44.0, 100.0]",0.0,"[-2, 110]",0.767166967387,1,1.0,1.0,44.0,10.1980390272,64.0,"[0.0, 100.0]",24
156,,4,,"[32.0, -100.0]",-5.0,,,5,1.0,-7.0,32.0,,64.0,"[0.0, -100.0]",23
157,1.0,4,37.0540146273,"[144.0, 0.0]",-5.0,"[107, -2]",0.934567320277,1,1.0,1.0,44.0,7.28010988928,64.0,"[100.0, 0.0]",22
158,1.0,4,53.712196008,"[-32.0, 0.0]",0.0,"[15, 26]",0.733873773483,1,1.0,1.0,-32.0,30.0166620396,64.0,"[0.0, 0.0]",21
159,1.0,4,47.0744091838,"[-132.0, 0.0]",-5.0,"[-86, 10]",0.76822032698,1,1.0,1.0,-32.0,17.2046505341,64.0,"[-100.0, 0.0]",20
160,1.0,4,39.0512483795,"[56.0, 100.0]",-5.0,"[95, 102]",0.700815226999,1,1.0,1.0,-44.0,5.38516480713,64.0,"[100.0, 100.0]",19
161,,4,,"[132.0, 100.0]",-1.0,,,5,1.0,-7.0,32.0,,64.0,"[100.0, 100.0]",18
162,,4,,"[56.0, 0.0]",-1.0,,,5,1.0,-7.0,-44.0,,64.0,"[100.0, 0.0]",17
163,-2.0,4,73.2461603089,"[44.0, 100.0]",-1.0,"[-27, 82]",0.683691073093,4,1.0,0.0,44.0,32.4499614792,64.0,"[0.0, 100.0]",16
164,1.0,4,70.3491293478,"[56.0, 0.0]",0.0,"[126, 7]",0.666949685663,1,1.0,1.0,-44.0,26.9258240357,64.0,"[100.0, 0.0]",15
165,,4,,"[132.0, -100.0]",0.0,,,5,1.0,-7.0,32.0,,64.0,"[100.0, -100.0]",14
166,1.0,4,32.2490309932,"[-132.0, 100.0]",-1.0,"[-100, 96]",0.716831640922,1,1.0,1.0,-32.0,4.0,64.0,"[-100.0, 100.0]",13
167,1.0,4,50.6063237155,"[-44.0, -100.0]",-1.0,"[0, -125]",0.734121640562,1,1.0,1.0,-44.0,25.0,64.0,"[0.0, -100.0]",12
168,-1.0,4,15.1327459504,"[132.0, -100.0]",-1.0,"[130, -115]",0.800881985924,2,1.0,-1.0,32.0,33.5410196625,64.0,"[100.0, -100.0]",11
169,1.0,4,42.9534631898,"[-132.0, -100.0]",-1.0,"[-90, -109]",0.735592618468,1,1.0,1.0,-32.0,13.4536240471,64.0,"[-100.0, -100.0]",10
170,,4,,"[68.0, 0.0]",-5.0,,,5,1.0,-7.0,-32.0,,64.0,"[100.0, 0.0]",9
171,0.0,4,24.0,"[-144.0, 100.0]",-5.0,"[-120, 100]",0.884502394241,3,1.0,-4.0,-44.0,20.0,64.0,"[-100.0, 100.0]",8
